County,Value,Rank, FIPS 
"Franklin County, Florida","52,679","1,958",12037
"Cullman County, Alabama","52,690","1,957",01043
"Chester County, Tennessee","52,692","1,956",47023
"Ballard County, Kentucky","52,695","1,955",21007
"Clay County, Kansas","52,716","1,954",20027
"Wythe County, Virginia","52,726","1,953",51197
"Crockett County, Texas","52,731","1,952",48105
"Long County, Georgia","52,742","1,951",13183
"Adams County, Idaho","52,746","1,950",16003
"Saginaw County, Michigan","52,749","1,949",26145
"Decatur County, Iowa","52,753","1,948",19053
"Delaware County, New York","52,757","1,947",36025
"Greene County, Iowa","52,768","1,946",19073
"Day County, South Dakota","52,775","1,945",46037
"Grant Parish, Louisiana","52,779","1,944",22043
"Starke County, Indiana","52,802","1,943",18149
"Mercer County, Pennsylvania","52,810","1,941",42085
"Milam County, Texas","52,810","1,941",48331
"Jefferson County, Pennsylvania","52,815","1,940",42065
"Taylor County, West Virginia","52,823","1,939",54091
"Clearfield County, Pennsylvania","52,826","1,937",42033
"Polk County, Texas","52,826","1,937",48373
"Blount County, Alabama","52,830","1,935",01009
"Wayne County, Michigan","52,830","1,935",26163
"Nash County, North Carolina","52,837","1,934",37127
"Oconee County, South Carolina","52,842","1,933",45073
"Live Oak County, Texas","52,870","1,932",48297
"Donley County, Texas","52,888","1,931",48129
"Adams County, North Dakota","52,896","1,930",38001
"Highland County, Virginia","52,901","1,928",51091
"Tehama County, California","52,901","1,928",06103
"Carter County, Oklahoma","52,906","1,927",40019
"Kit Carson County, Colorado","52,917","1,926",08063
"Marshall County, Alabama","52,938","1,925",01095
"Fergus County, Montana","52,941","1,924",30027
"Mayes County, Oklahoma","52,956","1,923",40097
"Fayette County, Ohio","52,964","1,922",39047
"Charles Mix County, South Dakota","52,981","1,921",46023
"Barber County, Kansas","52,984","1,920",20007
"Mackinac County, Michigan","52,989","1,919",26097
"Iberville Parish, Louisiana","52,994","1,918",22047
"Sawyer County, Wisconsin","53,011","1,917",55113
"Wayne County, Iowa","53,039","1,916",19185
"Staunton City, Virginia","53,041","1,915",51790
"Faulk County, South Dakota","53,056","1,914",46049
"Greensville County, Virginia","53,063","1,913",51081
"Boyd County, Kentucky","53,077","1,912",21019
"Chippewa County, Michigan","53,079","1,911",26033
"Jefferson County, Florida","53,080","1,910",12065
"Nemaha County, Nebraska","53,081","1,909",31127
"Davidson County, North Carolina","53,083","1,908",37057
"Pawnee County, Oklahoma","53,084","1,906",40117
"Towns County, Georgia","53,084","1,906",13281
"Childress County, Texas","53,092","1,905",48075
"Clarion County, Pennsylvania","53,096","1,904",42031
"Lawrence County, Pennsylvania","53,106","1,903",42073
"Perry County, Illinois","53,108","1,902",17145
"Cloud County, Kansas","53,110","1,901",20029
"Powell County, Montana","53,111","1,900",30077
"Westmoreland County, Virginia","53,113","1,899",51193
"Glascock County, Georgia","53,125","1,898",13125
"Crawford County, Georgia","53,132","1,897",13079
"Logan County, Kentucky","53,133","1,896",21141
"Perquimans County, North Carolina","53,138","1,895",37143
"Marion County, Tennessee","53,148","1,894",47115
"Lake County, Montana","53,154","1,893",30047
"Jackson County, West Virginia","53,165","1,892",54035
"Page County, Virginia","53,168","1,891",51139
"Lucas County, Ohio","53,176","1,890",39095
"Christian County, Illinois","53,188","1,888",17021
"Pickens County, South Carolina","53,188","1,888",45077
"McCormick County, South Carolina","53,193","1,887",45065
"Marion County, Illinois","53,209","1,886",17121
"Peach County, Georgia","53,215","1,884",13225
"Vernon Parish, Louisiana","53,215","1,884",22115
"Van Buren County, Iowa","53,218","1,883",19177
"Gove County, Kansas","53,226","1,882",20063
"Wichita County, Texas","53,272","1,881",48485
"Bourbon County, Kentucky","53,277","1,880",21017
"Caswell County, North Carolina","53,279","1,879",37033
"Del Norte County, California","53,280","1,878",06015
"Calhoun County, Michigan","53,286","1,877",26025
"Riley County, Kansas","53,296","1,876",20161
"Hernando County, Florida","53,301","1,875",12053
"Mariposa County, California","53,304","1,874",06043
"Langlade County, Wisconsin","53,313","1,873",55067
"Alachua County, Florida","53,314","1,872",12001
"Gratiot County, Michigan","53,347","1,871",26057
"Humboldt County, California","53,350","1,870",06023
"Reno County, Kansas","53,359","1,869",20155
"Union County, Illinois","53,363","1,867",17181
"Webster County, Mississippi","53,363","1,867",28155
"Carroll County, Arkansas","53,366","1,865",05015
"McCracken County, Kentucky","53,366","1,865",21145
"Scurry County, Texas","53,376","1,864",48415
"Red Willow County, Nebraska","53,387","1,863",31145
"Vermillion County, Indiana","53,396","1,862",18165
"Lake County, California","53,399","1,861",06033
"Fremont County, Colorado","53,411","1,860",08043
"Simpson County, Kentucky","53,420","1,859",21213
"Pueblo County, Colorado","53,430","1,858",08101
"Fulton County, Illinois","53,441","1,857",17057
"Hoke County, North Carolina","53,456","1,856",37093
"Tippecanoe County, Indiana","53,468","1,855",18157
"Stephens County, Oklahoma","53,470","1,854",40137
"Cheboygan County, Michigan","53,482","1,853",26031
"Mills County, Texas","53,483","1,852",48333
"Washington County, Kansas","53,491","1,851",20201
"Madison County, Idaho","53,498","1,850",16065
"Itawamba County, Mississippi","53,510","1,849",28057
"Montgomery County, New York","53,533","1,848",36057
"Cattaraugus County, New York","53,537","1,847",36009
"Reeves County, Texas","53,548","1,846",48389
"Castro County, Texas","53,551","1,845",48069
"Larue County, Kentucky","53,555","1,844",21123
"Bon Homme County, South Dakota","53,575","1,843",46009
"Rowan County, North Carolina","53,600","1,842",37159
"Sherman County, Oregon","53,606","1,841",41055
"Franklin County, Maine","53,607","1,840",23007
"Butts County, Georgia","53,613","1,838",13035
"Jefferson County, Texas","53,613","1,838",48245
"Grays Harbor County, Washington","53,615","1,837",53027
"Roberts County, South Dakota","53,618","1,836",46109
"Henderson County, Kentucky","53,635","1,835",21101
"Buena Vista County, Iowa","53,645","1,834",19021
"Bond County, Illinois","53,654","1,833",17005
"Swift County, Minnesota","53,664","1,832",27151
"Valley County, Montana","53,667","1,831",30105
"Dewey County, Oklahoma","53,672","1,830",40043
"Cheyenne County, Nebraska","53,674","1,829",31033
"Trigg County, Kentucky","53,693","1,828",21221
"Dundy County, Nebraska","53,696","1,826",31057
"Johnson County, Nebraska","53,696","1,826",31097
"McLennan County, Texas","53,723","1,825",48309
"McPherson County, Nebraska","53,750","1,823",31117
"Mercer County, Kentucky","53,750","1,823",21167
"Valencia County, New Mexico","53,752","1,822",35061
"Miami County, Indiana","53,762","1,821",18103
"Jefferson County, Indiana","53,784","1,820",18077
"Clinton County, Pennsylvania","53,792","1,819",42035
"Lamar County, Georgia","53,802","1,818",13171
"Stephenson County, Illinois","53,806","1,817",17177
"Gulf County, Florida","53,812","1,816",12045
"Titus County, Texas","53,818","1,815",48449
"Murray County, Georgia","53,821","1,814",13213
"Owen County, Indiana","53,831","1,813",18119
"Robertson County, Kentucky","53,833","1,812",21201
"Pearl River County, Mississippi","53,855","1,811",28109
"Harrison County, Kentucky","53,862","1,810",21097
"Atchison County, Missouri","53,867","1,809",29005
"Liberty County, Texas","53,871","1,808",48291
"Clay County, Illinois","53,900","1,807",17025
"Campbell County, Virginia","53,918","1,806",51031
"Phillips County, Kansas","53,919","1,805",20147
"Logan County, North Dakota","53,929","1,804",38047
"Washington County, Indiana","53,932","1,803",18175
"Wharton County, Texas","53,963","1,802",48481
"Broome County, New York","53,982","1,801",36007
"Ross County, Ohio","54,004","1,800",39141
"Floyd County, Texas","54,007","1,799",48153
"Keweenaw County, Michigan","54,010","1,798",26083
"Lynchburg City, Virginia","54,015","1,797",51680
"Portsmouth City, Virginia","54,020","1,796",51740
"Osage County, Oklahoma","54,036","1,795",40113
"Vanderburgh County, Indiana","54,044","1,794",18163
"Genesee County, Michigan","54,052","1,793",26049
"Giles County, Tennessee","54,061","1,792",47055
"Buchanan County, Missouri","54,073","1,791",29021
"Sullivan County, Pennsylvania","54,074","1,790",42113
"Monroe County, Indiana","54,096","1,789",18105
"Hillsdale County, Michigan","54,110","1,788",26059
"Wexford County, Michigan","54,114","1,787",26165
"Baltimore City, Maryland","54,124","1,785",24510
"Harrison County, West Virginia","54,124","1,785",54033
"Toole County, Montana","54,137","1,784",30101
"Washington County, Colorado","54,141","1,783",08121
"Grant County, Oklahoma","54,150","1,782",40053
"Henry County, Indiana","54,154","1,781",18065
"Murray County, Oklahoma","54,160","1,780",40099
"Schoolcraft County, Michigan","54,163","1,779",26153
"Washington County, Ohio","54,167","1,778",39167
"Stafford County, Kansas","54,188","1,777",20185
"Belmont County, Ohio","54,191","1,776",39013
"Cherokee County, Texas","54,222","1,775",48073
"Cannon County, Tennessee","54,223","1,774",47015
"Keokuk County, Iowa","54,233","1,773",19107
"Boyle County, Kentucky","54,234","1,772",21021
"Newaygo County, Michigan","54,235","1,771",26123
"Crawford County, Michigan","54,240","1,770",26039
"Linn County, Missouri","54,245","1,769",29115
"Lee County, Iowa","54,258","1,768",19111
"Bibb County, Alabama","54,277","1,767",01007
"Keith County, Nebraska","54,303","1,766",31101
"Livingston County, Missouri","54,309","1,765",29117
"Des Moines County, Iowa","54,318","1,764",19057
"Stone County, Missouri","54,320","1,763",29209
"Caldwell County, Missouri","54,321","1,762",29025
"McPherson County, South Dakota","54,324","1,761",46089
"Somerset County, Pennsylvania","54,332","1,760",42111
"St. Lawrence County, New York","54,351","1,759",36089
"Sevier County, Tennessee","54,363","1,758",47155
"Blair County, Pennsylvania","54,368","1,757",42013
"Jefferson County, Tennessee","54,371","1,756",47089
"Allegany County, New York","54,375","1,752",36003
"Benson County, North Dakota","54,375","1,752",38005
"Essex County, Virginia","54,375","1,752",51057
"Petroleum County, Montana","54,375","1,752",30069
"Bradford County, Pennsylvania","54,383","1,751",42015
"Perry County, Indiana","54,387","1,750",18123
"Montgomery County, Missouri","54,390","1,749",29139
"Mason County, Illinois","54,415","1,748",17125
"Meigs County, Tennessee","54,420","1,747",47121
"Wahkiakum County, Washington","54,422","1,746",53069
"Greene County, Illinois","54,427","1,745",17061
"Manistee County, Michigan","54,428","1,744",26101
"Boyd County, Nebraska","54,464","1,743",31015
"Clark County, South Dakota","54,473","1,742",46025
"Fountain County, Indiana","54,475","1,741",18045
"Neosho County, Kansas","54,479","1,740",20133
"Comanche County, Oklahoma","54,483","1,739",40031
"Madison County, Indiana","54,491","1,738",18095
"Hart County, Georgia","54,506","1,737",13147
"Crawford County, Wisconsin","54,526","1,736",55023
"Washburn County, Wisconsin","54,550","1,735",55129
"Bland County, Virginia","54,556","1,734",51021
"Adams County, Washington","54,573","1,733",53001
"Lincoln County, Oklahoma","54,578","1,732",40081
"Keya Paha County, Nebraska","54,583","1,731",31103
"Bedford County, Pennsylvania","54,596","1,730",42009
"Pacific County, Washington","54,598","1,729",53049
"Marion County, Indiana","54,601","1,728",18097
"Nottoway County, Virginia","54,614","1,727",51135
"Webb County, Texas","54,618","1,726",48479
"Audubon County, Iowa","54,643","1,725",19009
"Stutsman County, North Dakota","54,652","1,724",38093
"Geary County, Kansas","54,664","1,723",20061
"Owyhee County, Idaho","54,669","1,722",16073
"Tioga County, Pennsylvania","54,671","1,721",42117
"Marion County, Kansas","54,679","1,720",20115
"Williamson County, Illinois","54,682","1,719",17199
"Horry County, South Carolina","54,688","1,718",45051
"Jefferson County, Illinois","54,692","1,717",17081
"Koochiching County, Minnesota","54,708","1,716",27071
"Lafayette County, Mississippi","54,720","1,715",28071
"Daniels County, Montana","54,722","1,714",30019
"Onslow County, North Carolina","54,732","1,713",37133
"Washington County, Virginia","54,737","1,712",51191
"Mifflin County, Pennsylvania","54,738","1,711",42087
"Dickinson County, Michigan","54,775","1,710",26043
"Cotton County, Oklahoma","54,787","1,709",40033
"Worth County, Georgia","54,791","1,708",13321
"Doniphan County, Kansas","54,792","1,707",20043
"Milwaukee County, Wisconsin","54,793","1,706",55079
"Richmond City, Virginia","54,795","1,705",51760
"Montcalm County, Michigan","54,803","1,704",26117
"Todd County, Kentucky","54,823","1,703",21219
"Tate County, Mississippi","54,839","1,702",28137
"Faulkner County, Arkansas","54,845","1,701",05045
"Kingman County, Kansas","54,852","1,700",20095
"Panola County, Texas","54,853","1,699",48365
"Sumner County, Kansas","54,854","1,698",20191
"Ellis County, Kansas","54,858","1,697",20051
"Hemphill County, Texas","54,867","1,696",48211
"Clark County, Ohio","54,869","1,695",39023
"Orleans County, New York","54,882","1,694",36073
"Wrangell Borough, Alaska","54,891","1,693",02275
"Pottawatomie County, Oklahoma","54,896","1,691",40125
"Shackelford County, Texas","54,896","1,691",48417
"Randolph County, Indiana","54,912","1,690",18135
"Menominee County, Wisconsin","54,940","1,689",55078
"Crawford County, Illinois","54,942","1,688",17033
"Bowie County, Texas","54,949","1,687",48037
"Carroll County, Illinois","54,959","1,686",17015
"Lincoln County, Oregon","54,961","1,685",41041
"Carroll County, Missouri","54,967","1,684",29033
"Gallatin County, Kentucky","54,978","1,683",21077
"Gage County, Nebraska","55,000","1,680",31067
"Garfield County, Montana","55,000","1,680",30033
"Rooks County, Kansas","55,000","1,680",20163
"Madison County, Kentucky","55,002","1,679",21151
"Ford County, Illinois","55,011","1,678",17053
"Shelby County, Tennessee","55,015","1,677",47157
"Arkansas County, Arkansas","55,022","1,676",05001
"Williams County, Ohio","55,030","1,675",39171
"Mason County, Michigan","55,035","1,674",26105
"Alexander County, North Carolina","55,041","1,673",37003
"Crawford County, Pennsylvania","55,042","1,672",42039
"Upshur County, Texas","55,046","1,671",48459
"Polk County, North Carolina","55,058","1,670",37149
"Ashland County, Wisconsin","55,070","1,669",55003
"Custer County, Oklahoma","55,074","1,668",40039
"Cochise County, Arizona","55,077","1,667",04003
"Alamance County, North Carolina","55,078","1,666",37001
"Marion County, West Virginia","55,094","1,665",54049
"Polk County, Florida","55,099","1,664",12105
"Jackson County, Mississippi","55,107","1,663",28059
"Cuyahoga County, Ohio","55,109","1,661",39035
"Stark County, Illinois","55,109","1,661",17175
"Allen County, Ohio","55,114","1,660",39003
"Penobscot County, Maine","55,125","1,659",23019
"Rock County, Nebraska","55,129","1,658",31149
"Caledonia County, Vermont","55,159","1,657",50005
"Tuscola County, Michigan","55,174","1,656",26157
"Saline County, Kansas","55,175","1,655",20169
"Edgefield County, South Carolina","55,183","1,654",45037
"Faribault County, Minnesota","55,186","1,653",27043
"Lyon County, Kentucky","55,203","1,652",21143
"Bonner County, Idaho","55,206","1,651",16017
"Washington County, Oklahoma","55,216","1,650",40147
"Union County, Oregon","55,227","1,649",41061
"Pulaski County, Arkansas","55,235","1,648",05119
"Fulton County, New York","55,240","1,647",36035
"Barron County, Wisconsin","55,256","1,646",55005
"Morgan County, Illinois","55,261","1,645",17137
"Appomattox County, Virginia","55,268","1,644",51011
"Franklin County, New York","55,279","1,643",36033
"Lucas County, Iowa","55,297","1,642",19117
"Treasure County, Montana","55,313","1,641",30103
"Ellsworth County, Kansas","55,318","1,640",20053
"Bedford County, Tennessee","55,354","1,639",47003
"Harmon County, Oklahoma","55,369","1,638",40057
"Madison County, Nebraska","55,375","1,637",31119
"Marquette County, Wisconsin","55,386","1,636",55077
"Cass County, Iowa","55,395","1,634",19029
"Wright County, Iowa","55,395","1,634",19197
"Anderson County, Tennessee","55,414","1,633",47001
"Bradley County, Tennessee","55,426","1,631",47011
"Custer County, Montana","55,426","1,631",30017
"Kimball County, Nebraska","55,428","1,630",31105
"Greenup County, Kentucky","55,431","1,629",21089
"Pulaski County, Virginia","55,446","1,628",51155
"Union County, Florida","55,463","1,627",12125
"Greene County, Indiana","55,470","1,626",18055
"Nance County, Nebraska","55,473","1,625",31125
"Sterling County, Texas","55,481","1,624",48431
"Ramsey County, North Dakota","55,534","1,623",38071
"Moore County, Texas","55,543","1,622",48341
"Jackson County, Oklahoma","55,551","1,620",40065
"Osborne County, Kansas","55,551","1,620",20141
"Crawford County, Iowa","55,552","1,619",19047
"Clark County, Kansas","55,556","1,617",20025
"Mineral County, Colorado","55,556","1,617",08079
"Love County, Oklahoma","55,568","1,616",40085
"Columbia County, Pennsylvania","55,572","1,615",42037
"Jones County, Texas","55,575","1,614",48253
"Clinton County, Indiana","55,582","1,613",18023
"Wayne County, Utah","55,605","1,612",49055
"Heard County, Georgia","55,635","1,611",13149
"Dorchester County, Maryland","55,652","1,609",24019
"Pecos County, Texas","55,652","1,609",48371
"Sherman County, Texas","55,667","1,608",48421
"Kimble County, Texas","55,677","1,607",48267
"Chase County, Nebraska","55,690","1,605",31029
"Chenango County, New York","55,690","1,605",36017
"Marinette County, Wisconsin","55,694","1,604",55075
"Gonzales County, Texas","55,698","1,603",48177
"Woodward County, Oklahoma","55,700","1,602",40153
"Robertson County, Texas","55,709","1,601",48395
"Cooper County, Missouri","55,711","1,600",29053
"Camden County, Missouri","55,717","1,599",29029
"Georgetown County, South Carolina","55,719","1,598",45043
"Tillamook County, Oregon","55,730","1,597",41057
"Comanche County, Texas","55,743","1,596",48093
"Daviess County, Missouri","55,750","1,594",29061
"Washita County, Oklahoma","55,750","1,594",40149
"Preston County, West Virginia","55,755","1,593",54077
"Putnam County, Georgia","55,757","1,592",13237
"Rains County, Texas","55,758","1,591",48379
"Person County, North Carolina","55,759","1,590",37145
"Burt County, Nebraska","55,769","1,589",31021
"Warren County, Pennsylvania","55,796","1,588",42123
"Antelope County, Nebraska","55,802","1,587",31003
"Bath County, Virginia","55,807","1,586",51017
"Callahan County, Texas","55,820","1,584",48059
"Newton County, Missouri","55,820","1,584",29145
"Floyd County, Iowa","55,827","1,583",19067
"Edwards County, Illinois","55,833","1,581",17047
"Powder River County, Montana","55,833","1,581",30075
"Prince of Wales-Hyder Census Area, Alaska","55,857","1,580",02198
"Fisher County, Texas","55,862","1,578",48151
"Pontotoc County, Oklahoma","55,862","1,578",40123
"Pondera County, Montana","55,865","1,577",30073
"Henry County, Alabama","55,870","1,576",01067
"Burnett County, Wisconsin","55,890","1,575",55013
"Berrien County, Michigan","55,893","1,574",26021
"Venango County, Pennsylvania","55,899","1,573",42121
"Calhoun County, Arkansas","55,904","1,572",05013
"Beltrami County, Minnesota","55,910","1,570",27007
"Freestone County, Texas","55,910","1,570",48161
"Lake of the Woods County, Minnesota","55,913","1,569",27077
"Woods County, Oklahoma","55,933","1,568",40151
"Colorado County, Texas","55,945","1,567",48089
"Erie County, Pennsylvania","55,949","1,566",42049
"Carroll County, Ohio","55,954","1,564",39019
"Macon County, Illinois","55,954","1,564",17115
"Lyman County, South Dakota","55,977","1,563",46085
"Lincoln County, Idaho","55,988","1,562",16063
"Hoonah-Angoon Census Area, Alaska","55,990","1,561",02105
"Adams County, Indiana","56,037","1,560",18001
"Seneca County, Ohio","56,043","1,559",39147
"Big Horn County, Wyoming","56,059","1,558",56003
"Branch County, Michigan","56,077","1,556",26023
"Clay County, South Dakota","56,077","1,556",46027
"Poweshiek County, Iowa","56,080","1,555",19157
"Richland County, Wisconsin","56,089","1,554",55103
"Monona County, Iowa","56,107","1,553",19133
"Thayer County, Nebraska","56,111","1,552",31169
"Morgan County, Alabama","56,128","1,551",01103
"Richland County, South Carolina","56,137","1,550",45079
"Minidoka County, Idaho","56,140","1,549",16067
"Sierra County, California","56,152","1,548",06091
"Benton County, Indiana","56,155","1,547",18007
"Lawrence County, South Dakota","56,166","1,546",46081
"Yavapai County, Arizona","56,170","1,545",04025
"St. James Parish, Louisiana","56,207","1,544",22093
"Marion County, Missouri","56,213","1,543",29127
"Thurston County, Nebraska","56,223","1,542",31173
"Chilton County, Alabama","56,243","1,541",01021
"Norfolk City, Virginia","56,244","1,540",51710
"Switzerland County, Indiana","56,268","1,539",18155
"Cottonwood County, Minnesota","56,297","1,538",27033
"Iron County, Utah","56,308","1,537",49021
"Anderson County, Kansas","56,315","1,536",20003
"Craven County, North Carolina","56,325","1,535",37049
"Yuma County, Colorado","56,327","1,534",08125
"Glenn County, California","56,332","1,533",06021
"Clinton County, Iowa","56,345","1,532",19045
"Vermilion Parish, Louisiana","56,347","1,531",22113
"Pocahontas County, Iowa","56,350","1,529",19151
"Taylor County, Wisconsin","56,350","1,529",55119
"Miner County, South Dakota","56,351","1,528",46097
"Cascade County, Montana","56,377","1,527",30013
"Mendocino County, California","56,378","1,526",06045
"Rice County, Kansas","56,379","1,525",20159
"Juniata County, Pennsylvania","56,382","1,524",42067
"Creek County, Oklahoma","56,384","1,523",40037
"Kane County, Utah","56,395","1,522",49025
"Hardeman County, Texas","56,400","1,521",48197
"Madison County, Montana","56,410","1,520",30057
"Sandusky County, Ohio","56,414","1,519",39143
"Schuyler County, New York","56,437","1,518",36097
"Kershaw County, South Carolina","56,449","1,517",45055
"Oceana County, Michigan","56,454","1,516",26127
"Lafayette County, Florida","56,458","1,515",12067
"Stanly County, North Carolina","56,462","1,514",37167
"Monongalia County, West Virginia","56,466","1,513",54061
"Bannock County, Idaho","56,472","1,512",16005
"Cass County, Minnesota","56,487","1,511",27021
"Pasquotank County, North Carolina","56,510","1,510",37139
"Lubbock County, Texas","56,529","1,509",48303
"Luzerne County, Pennsylvania","56,534","1,508",42079
"Wallace County, Kansas","56,538","1,507",20199
"Montgomery County, Ohio","56,543","1,506",39113
"Gregg County, Texas","56,566","1,505",48183
"Orange County, Indiana","56,572","1,504",18117
"Winnebago County, Iowa","56,578","1,503",19189
"Scotts Bluff County, Nebraska","56,588","1,502",31157
"Clearwater County, Minnesota","56,605","1,500",27029
"Escambia County, Florida","56,605","1,500",12033
"Washington County, Arkansas","56,610","1,499",05143
"Morgan County, West Virginia","56,616","1,498",54065
"Traverse County, Minnesota","56,667","1,497",27155
"Latah County, Idaho","56,673","1,496",16057
"Franklin County, Idaho","56,677","1,495",16041
"Habersham County, Georgia","56,680","1,494",13137
"Erath County, Texas","56,691","1,493",48143
"Beadle County, South Dakota","56,692","1,492",46005
"Huntington County, Indiana","56,705","1,491",18069
"Emmons County, North Dakota","56,713","1,490",38029
"Nelson County, North Dakota","56,724","1,489",38063
"Gooding County, Idaho","56,734","1,488",16047
"Wayne County, Pennsylvania","56,744","1,487",42127
"Hocking County, Ohio","56,755","1,486",39073
"Chariton County, Missouri","56,758","1,485",29041
"Volusia County, Florida","56,786","1,483",12127
"Webster County, Nebraska","56,786","1,483",31181
"Anderson County, South Carolina","56,796","1,482",45007
"Grant County, Nebraska","56,806","1,481",31075
"Gaston County, North Carolina","56,819","1,480",37071
"Forsyth County, North Carolina","56,830","1,479",37067
"Perry County, Missouri","56,832","1,478",29157
"Vilas County, Wisconsin","56,837","1,477",55125
"Armstrong County, Pennsylvania","56,838","1,476",42005
"Hill County, Montana","56,840","1,475",30041
"Fulton County, Indiana","56,885","1,474",18049
"Taylor County, Kentucky","56,890","1,473",21217
"Jack County, Texas","56,916","1,472",48237
"Bernalillo County, New Mexico","56,920","1,471",35001
"Carroll County, Indiana","56,929","1,470",18015
"Webster County, Iowa","56,934","1,469",19187
"Champaign County, Illinois","56,939","1,468",17019
"Sussex County, Virginia","56,968","1,467",51183
"Montgomery County, Iowa","56,971","1,466",19137
"Martin County, Minnesota","57,002","1,465",27091
"McLean County, Kentucky","57,027","1,464",21149
"Muskegon County, Michigan","57,047","1,463",26121
"Huntingdon County, Pennsylvania","57,055","1,462",42061
"St. Joseph County, Michigan","57,080","1,461",26149
"Daviess County, Indiana","57,083","1,460",18027
"Nobles County, Minnesota","57,101","1,459",27105
"Graham County, Arizona","57,105","1,458",04009
"Pratt County, Kansas","57,109","1,457",20151
"Beauregard Parish, Louisiana","57,130","1,456",22011
"Parke County, Indiana","57,156","1,455",18121
"Black Hawk County, Iowa","57,191","1,453",19013
"Lee County, Alabama","57,191","1,453",01081
"Martin County, Indiana","57,199","1,452",18101
"Grant County, North Dakota","57,200","1,451",38037
"Stevens County, Washington","57,206","1,450",53065
"Grand Forks County, North Dakota","57,213","1,449",38035
"Waushara County, Wisconsin","57,224","1,448",55137
"Montrose County, Colorado","57,225","1,447",08085
"Perkins County, Nebraska","57,250","1,446",31135
"Asotin County, Washington","57,263","1,445",53003
"Ida County, Iowa","57,266","1,444",19093
"Greeley County, Kansas","57,281","1,443",20071
"Pike County, Indiana","57,283","1,442",18125
"Furnas County, Nebraska","57,284","1,441",31065
"Hutchinson County, Texas","57,288","1,440",48233
"Mineral County, West Virginia","57,345","1,439",54057
"Leon County, Florida","57,359","1,438",12073
"Tulare County, California","57,394","1,437",06107
"Clinton County, Ohio","57,409","1,436",39027
"Ochiltree County, Texas","57,413","1,435",48357
"Amelia County, Virginia","57,420","1,434",51007
"Twin Falls County, Idaho","57,430","1,433",16083
"Darke County, Ohio","57,440","1,432",39037
"Lincoln County, Tennessee","57,455","1,430",47103
"Ottawa County, Kansas","57,455","1,430",20143
"Bethel Census Area, Alaska","57,460","1,429",02050
"Newport News City, Virginia","57,463","1,428",51700
"Greene County, Pennsylvania","57,497","1,427",42059
"Tuscaloosa County, Alabama","57,508","1,426",01125
"Tuscarawas County, Ohio","57,545","1,425",39157
"Cassia County, Idaho","57,547","1,423",16031
"Clark County, Wisconsin","57,547","1,423",55019
"Elk County, Pennsylvania","57,551","1,422",42047
"Curry County, Oregon","57,553","1,421",41015
"Cumberland County, Virginia","57,568","1,420",51049
"Aiken County, South Carolina","57,572","1,419",45003
"Sherman County, Nebraska","57,579","1,418",31163
"Lavaca County, Texas","57,602","1,417",48285
"Little River County, Arkansas","57,614","1,416",05081
"Pendleton County, Kentucky","57,619","1,415",21191
"Warren County, Kentucky","57,625","1,414",21227
"Spartanburg County, South Carolina","57,627","1,413",45083
"Yates County, New York","57,635","1,412",36123
"Massac County, Illinois","57,658","1,411",17127
"Daviess County, Kentucky","57,660","1,410",21059
"Lee County, North Carolina","57,674","1,409",37105
"Dawson County, Montana","57,684","1,408",30021
"Richmond County, Virginia","57,697","1,407",51159
"Ringgold County, Iowa","57,700","1,406",19159
"Custer County, Nebraska","57,715","1,405",31041
"Cherry County, Nebraska","57,719","1,404",31031
"Hopkins County, Texas","57,745","1,403",48223
"Jackson County, Michigan","57,746","1,402",26075
"Haralson County, Georgia","57,752","1,401",13143
"Merrick County, Nebraska","57,778","1,400",31121
"Winnebago County, Illinois","57,779","1,399",17201
"Adams County, Nebraska","57,783","1,398",31001
"Schuylkill County, Pennsylvania","57,785","1,397",42107
"Hill County, Texas","57,800","1,396",48217
"Taylor County, Texas","57,811","1,395",48441
"Miami-Dade County, Florida","57,815","1,394",12086
"Rockbridge County, Virginia","57,828","1,393",51163
"Transylvania County, North Carolina","57,830","1,392",37175
"Catawba County, North Carolina","57,840","1,391",37035
"Wasco County, Oregon","57,853","1,390",41065
"DeWitt County, Texas","57,873","1,389",48123
"Plumas County, California","57,885","1,388",06063
"Charlotte County, Florida","57,887","1,386",12015
"Fremont County, Wyoming","57,887","1,386",56013
"Garfield County, Nebraska","57,888","1,385",31071
"Wallowa County, Oregon","57,891","1,384",41063
"Banks County, Georgia","57,893","1,383",13011
"Wilkin County, Minnesota","57,907","1,382",27167
"Giles County, Virginia","57,911","1,381",51071
"Banner County, Nebraska","57,917","1,380",31007
"Bell County, Texas","57,932","1,379",48027
"Vernon County, Wisconsin","57,933","1,378",55123
"Terrebonne Parish, Louisiana","57,940","1,377",22109
"Adair County, Iowa","57,944","1,376",19001
"Adams County, Iowa","57,981","1,374",19003
"Marquette County, Michigan","57,981","1,374",26103
"Harrison County, Texas","57,996","1,372",48203
"Wood County, Wisconsin","57,996","1,372",55141
"Shiawassee County, Michigan","58,004","1,371",26155
"Garrett County, Maryland","58,011","1,369",24023
"Saline County, Nebraska","58,011","1,369",31151
"Valley County, Nebraska","58,015","1,368",31175
"Johnson County, Wyoming","58,020","1,367",56019
"Todd County, Minnesota","58,021","1,366",27153
"Campbell County, South Dakota","58,026","1,365",46021
"Orleans County, Vermont","58,037","1,364",50019
"Knox County, Nebraska","58,043","1,363",31107
"McIntosh County, North Dakota","58,056","1,362",38051
